id,referenceNumber,availabilities,title,alternativeTitles,workType,physicalDescription,genres,subjects,contributors,production.dates,production.agents,production.places,languages,description,lettering,duration,images,thumbnail.license.label,thumbnail.url,collection.url
dc7d8t4z,,['Closed stores'],"BMA world tour. Part 1a, Across America.",['British Medical Association Round the World Tour and Annual Meeting at Melbourne. 1935'],Videos,"1 videocassette (DIGIBETA) (13 mins) : silent, black and white, PAL<br/>1 DVD (13 mins) : silent, black and white","['Videocassettes', 'DVDs']","['Travel', 'Voyages around the world', 'Chicago (Ill.)', 'Rio Grande Valley (Colo.-Mexico and Tex.)', 'Grand Canyon (Ariz.)', 'San Francisco Bay Area (Calif.)', 'British Medical Association']",,"UK, c.1935.",,"['UK,']",['English'],"<p>This amateur film, which has been edited semi-professionally with additional intertitles and maps to orientate the viewer, consists of footage shot in the second part of the BMA's World Tour as they travel across America. The group travel from Chicago via a special steam train through Kansas City, Topeka and Las Vegas. They stop at Isleta Pueblo, New Mexico, a Native American village. They arrive at siesta time; women from the party pose with children. The Rio Grande is seen. Then indigenous women at Isleta. Two men of the party pose by the Grand Canyon; then there is a shot of timelapse footage showing the shadows moving across the canyon. There is an exterior of El Tovar Hotel and then establishing shots of Los Angeles and Hollywood; Pershing Square, Cafe Trocedero, palm trees and typical residential architecture. The party then travel to Santa Monica; exteriors of the Bath House are followed by wide shots of the beach with people bathing and a small marina with a number of boats. Arriving at San Francisco, there are unsteady camera pans of the Oakland Bridge and the Docks which are shot from Coit Memorial Tower (the city is clearly very densely populated). Municipal buildings are then shown from ground level. The Department of Health building is in evidence. At the harbour, there is a paddle steamer in the bay and other harbour footage. Alcatraz prison is then seen in the distance. The Golden Gate bridge is seen being constructed in the bay.</p>",,,,,,https://wellcomecollection.org/works/dc7d8t4z
jqt2h7c6,,['Closed stores'],BMA world tour. Part 1.,['British Medical Association Round the World Tour and Annual Meeting at Melbourne. 1935'],Videos,"1 videocassette (DIGIBETA) (15:23 mins) : silent, black and white, PAL<br/>1 DVD (15:23 mins) : silent, black and white","['Videocassettes', 'DVDs']","['Travel', 'Voyages around the world', 'New York (N.Y.)', 'Washington (D.C.)', 'Chicago (Ill.)', 'British Medical Association']",,"UK, c.1935.",,"['UK,']",['English'],"<p>This amateur film, which has been edited semi-professionally with additional intertitles and maps to orientate the viewer, consists of footage shot in the first part of the BMA's World Tour. The opening sequences are of a woman's hand in close-up turning the pages of a journal. Embarkation is via the boat train to Southampton (bystanders wave the departing train on) and then leaving for New York via the Cunard Line liner, MV Georgic. Games such as quoits are played on deck. The Statue of Liberty is seen as the ship arrives; there are views of Manhattan and the harbour from the ship. The entourage congregate for a group photo. On land, the skyscrapers are seen. The group are given a police escort which comprises of a lone cop on a motorcycle. The group visit Drs Bedell and Sondern of the Medical Society of NY State and are shown the Grasslands Community Hospital. Most of the group smoke as they wait outside. There are rostrum camera shots of Dr Anderson from the BMA, Drs Both and Hayden,  a gala and various hospitals. There is a brief glimpse of Wall Street from a car. The group then visit the White House in Washington followed by the British Embassy there. There is a nice view of Congress shot from the Library steps with many cars of the period parked in rows. The group travel to Chicago, staying at the Edgewater Beach Hotel. There are high wide shots of the Chicago skyline. The empty grounds of Chicago's World's Fair in 1933 are shown, then exteriors of the Field Museum Aquarium and Panetarium. Alcatraz prison is then seen in the distance. The Golden Gate bridge is seen being constructed in the bay.</p>",,,,,,https://wellcomecollection.org/works/jqt2h7c6
n7ren9bz,,['Closed stores'],BMA world tour. Part 3.,['British Medical Association Round the World Tour and Annual Meeting at Melbourne. 1935'],Videos,"1 videocassette (DIGIBETA) (18 mins) : silent, black and white, PAL<br/>1 DVD (18 mins) : silent, black and white","['Videocassettes', 'DVDs']","['Travel', 'Voyages around the world', 'San Francisco Bay Area (Calif.)', 'Hawaii', 'New Zealand', 'British Medical Association']",,"UK, c.1935.",,"['UK,']",['English'],"<p>This amateur film, which has been edited semi-professionally with additional intertitles and maps to orientate the viewer, consists of footage shot in the third part of the BMA's World Tour as they travel onwards. The group travel have left San Francisco and arrive at Honolulu on board the MV Aorangi; the arrival is filmed from the ship looking at the coastal landscape. The ladies of the party are wearing lei (garlands). The group stay at the Royal Hawaiian Hotel, Waikiki Beach; the setting is right on the beach and in lush tropical gardens. The party visit a village where women are making skirts from palm leaves for the tourists. There is then an amusing lesson in hula dancing. The villagers put on a performance. In a coconut grove, native peoples demonstrate going up a tree. Indigenous people are seen surfing on long wooden boards and boys dive from a jetty. Leaving Hawaii, there's various shots on deck including a baby in a baby bouncer! As the ship crosses the meridian, 'Father Neptune' appears to initiate people who haven't crossed it before; the deck is crowded with onlookers. Various people are tipped upside down into a pool. The party arrive in Fiji; they are greeted by a local band and dancing and fire-walking. The party then disembark for Auckland, New Zealand. In Auckland, the city is seen to be prosperous; the building are described as being 'tall tabernacles of trade'. There are exterior views of St Matthews, the Old Mill in Symonds Street and Grafton Bridge.</p>",,,,,,https://wellcomecollection.org/works/n7ren9bz
thhzzczt,,['Closed stores'],BMA world tour. Part 6.,['British Medical Association Round the World Tour and Annual Meeting at Melbourne. 1935'],Videos,"1 videocassette (DIGIBETA) (16:47 mins) : silent, black and white, PAL<br/>1 DVD (16:47 mins) : silent, black and white","['Videocassettes', 'DVDs']","['Travel', 'Voyages around the world', 'Yemen (Republic)', 'Sri Lanka', 'India', 'British Medical Association']",,"UK, c.1935.",,"['UK,']",['English'],"<p>This amateur film, which has been edited semi-professionally with additional intertitles and maps to orientate the viewer, consists of footage of the homeward journey by the party on SS Rajputana, P&O steamship from Penang to London. The party arrive at Colombo, Ceylon for a meeting of BMA members. There is a traditional performance of male dancers. In Bombay, an Indian snake charmer is seen in action. Venom is shown being extracted from a snake. The Bombay branch of the BMA greets the party; the meeting itself with the speeches is seen. The party bid farewell to their South African 'friends' (fellow passengers. A newspaper stand proclaims 'Italian Offensive Resumed'. Next stop; Aden. A seaplane flies overhead and there are lots harbour views. Travelling by road, there are donkey-drawn carts going the other way and more point of view shots of the road. The Tanks at Aden are shown. They next travel to the oasis and the salt works by car before entering the Suez canal. An overland party travels to Cairo. They travel past the Mena House Hotel, pyramids and Sphinx at Giza - some of the party are on camels. There are shots in the bazaar in Cairo, however, the exposure is quite poor and the image very grainy. There is a felucca on the Nile. Next, Port Said. End of Part 6 intertitle.</p>",,,,,,https://wellcomecollection.org/works/thhzzczt
kjc9xczc,,['Closed stores'],BMA world tour. Part 7.,['British Medical Association Round the World Tour and Annual Meeting at Melbourne. 1935'],Videos,"1 videocassette (DIGIBETA) (07:05 mins) : silent, black and white, PAL<br/>1 DVD (07:05 mins) : silent, black and white","['Videocassettes', 'DVDs']","['Travel', 'Voyages around the world', 'Malta', 'Gibraltar', 'British Medical Association']",,"UK, c.1935.",,"['UK,']",['English'],"<p>This amateur film, which has been edited semi-professionally with additional intertitles and maps to orientate the viewer, consists of footage of the homeward journey by the party. The first stop is the island of Malta. Local boys offer to dive for money. The ship is met by boats shaped like gondolas. The ship goes onto Gibraltar. There are views of the war memorial and the docks. Troops are on the parade ground. The rock of Gibraltar is seen and a Moorish Castle. A number of people with linked arms stroll to the camera on deck of the ship before the travel book is closed and the lettering on the journal regarding Pickfords travel services commends itself to the viewer. A charming touch is the travel journal being closed.</p>",,,,,,https://wellcomecollection.org/works/kjc9xczc
nmdhnakp,,['Online'],Survival at sea.,,Videos,"1 encoded moving image (22:12 mins.) : sound, black and white",,"['Life rafts', 'Survival', 'Physiology']","['Royal Naval Personnel Research Committee.', 'Department of Experimental Medicine, Cambridge.']",1953.,,,['English'],"<p>A record of experiments carried out by the Royal Naval Personnel Research Committee and the Department of Experimental Medicine, Cambridge, during 1950-51 (opening intertitle). To guard against exposure, experiments are carried out in the Arctic, Britain and the tropics on a self erecting inflatable raft. An inflatable exposure suit is also tested. The first experiments of the inflatable raft took place at Tromsø Fjord, Norway in February 1950 over five days. There is time for recreation skiing. In Harwich, different styles of 'tent' are tried with a mass exodus from the quayside. In Cambridge, the tent self-erects at a college swimming pool. The men clamber in. Boarding proves to be difficult for one untrained man wearing a life jacket. A rope scrambling net is added; followed by an armhold; followed by a ladder. A single man proves that he can right the capsized dingy. Singapore 1950, the experiments on the dinghies continue in the tropics. The men are mustered so that they can be examined briefly in turn (they are all in  good health). Rosyth 1951, despite cold external temperatures, the interior of the tents become very hot; the temperature is recorded via a series of equipment. North Sea 1951, the evacuation of a ship onto life rafts takes place. Further modifications are made to the latest raft in 1953. Experiments to address seasickness are abandoned due to exceptionally heavy seas. They resume later in a swimming pool with a wave making machine with volunteers.</p>",,1332.0,,,,https://wellcomecollection.org/works/nmdhnakp
w3v8sds5,,['Closed stores'],Survival at sea.,,Videos,"1 videocassette (22:12 min.) (DIGIBETA) : sound, black and white<br/>1 DVD (22:12 min.) : sound, black and white ; 12 cm","['Videocassettes', 'DVDs']","['Life rafts', 'Survival', 'Physiology']","['Royal Naval Personnel Research Committee.', 'Department of Experimental Medicine, Cambridge.']",1953.,,,['English'],"<p>A record of experiments carried out by the Royal Naval Personnel Research Committee and the Department of Experimental Medicine, Cambridge, during 1950-51 (opening intertitle). To guard against exposure, experiments are carried out in the Arctic, Britain and the tropics on a self erecting inflatable raft. An inflatable exposure suit is also tested. The first experiments of the inflatable raft took place at Tromsø Fjord, Norway in February 1950 over five days. There is time for recreation skiing. In Harwich, different styles of 'tent' are tried with a mass exodus from the quayside. In Cambridge, the tent self-erects at a college swimming pool. The men clamber in. Boarding proves to be difficult for one untrained man wearing a life jacket. A rope scrambling net is added; followed by an armhold; followed by a ladder. A single man proves that he can right the capsized dingy. Singapore 1950, the experiments on the dinghies continue in the tropics. The men are mustered so that they can be examined briefly in turn (they are all in  good health). Rosyth 1951, despite cold external temperatures, the interior of the tents become very hot; the temperature is recorded via a series of equipment. North Sea 1951, the evacuation of a ship onto life rafts takes place. Further modifications are made to the latest raft in 1953. Experiments to address seasickness are abandoned due to exceptionally heavy seas. They resume later in a swimming pool with a wave making machine with volunteers.</p>",,,,,,https://wellcomecollection.org/works/w3v8sds5
dsqbwmx2,,['Online'],BMA world tour. Part 7.,,Videos,"1 encoded moving image (07.06 min.) : silent, black and white",,"['Travel', 'Voyages around the world', 'Malta', 'Gibraltar', 'British Medical Association']",,"UK, c.1935.",,"['UK,']",,"<p>This amateur film, which has been edited semi-professionally with additional intertitles and maps to orientate the viewer, consists of footage of the homeward journey by the party. The first stop is the island of Malta. Local boys offer to dive for money. The ship is met by boats shaped like gondolas. The ship goes onto Gibraltar. There are views of the war memorial and the docks. Troops are on the parade ground. The rock of Gibraltar is seen and a Moorish Castle. A number of people with linked arms stroll to the camera on deck of the ship before the travel book is closed and the lettering on the journal regarding Pickfords travel services commends itself to the viewer. A charming touch is the travel journal being closed.  1 segment.</p>",,426.0,,,,https://wellcomecollection.org/works/dsqbwmx2
agwskkft,,['Online'],BMA world tour. Part 6.,,Videos,"1 encoded moving image (16.50 min.) : silent, black and white",,"['Travel', 'Voyages around the world', 'Yemen (Republic)', 'Sri Lanka', 'India', 'British Medical Association']",,"UK, c.1935.",,"['UK,']",,"<p>This amateur film, which has been edited semi-professionally with additional intertitles and maps to orientate the viewer, consists of footage of the homeward journey by the party on SS Rajputana, P&O steamship from Penang to London. The party arrive at Colombo, Ceylon for a meeting of BMA members. There is a traditional performance of male dancers. In Bombay, an Indian snake charmer is seen in action. Venom is shown being extracted from a snake. The Bombay branch of the BMA greets the party; the meeting itself with the speeches is seen. The party bid farewell to their South African 'friends' (fellow passengers. A newspaper stand proclaims 'Italian Offensive Resumed'. Next stop; Aden. A seaplane flies overhead and there are lots harbour views. Travelling by road, there are donkey-drawn carts going the other way and more point of view shots of the road. The Tanks at Aden are shown. They next travel to the oasis and the salt works by car before entering the Suez canal. An overland party travels to Cairo. They travel past the Mena House Hotel, pyramids and Sphinx at Giza - some of the party are on camels. There are shots in the bazaar in Cairo, however, the exposure is quite poor and the image very grainy. There is a felucca on the Nile. Next, Port Said. End of Part 6 intertitle.</p>",,1010.0,,,,https://wellcomecollection.org/works/agwskkft
htm4kqnm,,['Online'],BMA world tour. Part 3.,,Videos,"1 encoded moving image (17.27 min.) : silent, black and white",,"['Travel', 'Voyages around the world', 'San Francisco Bay Area (Calif.)', 'Hawaii', 'New Zealand', 'British Medical Association']",,"UK, c.1935.",,"['UK,']",,"<p>This amateur film, which has been edited semi-professionally with additional intertitles and maps to orientate the viewer, consists of footage shot in the third part of the BMA's World Tour as they travel onwards. The group travel have left San Francisco and arrive at Honolulu on board the MV Aorangi; the arrival is filmed from the ship looking at the coastal landscape. The ladies of the party are wearing lei (garlands). The group stay at the Royal Hawaiian Hotel, Waikiki Beach; the setting is right on the beach and in lush tropical gardens. The party visit a village where women are making skirts from palm leaves for the tourists. There is then an amusing lesson in hula dancing. The villagers put on a performance. In a coconut grove, native peoples demonstrate going up a tree. Indigenous people are seen surfing on long wooden boards and boys dive from a jetty. Leaving Hawaii, there's various shots on deck including a baby in a baby bouncer! As the ship crosses the meridian, 'Father Neptune' appears to initiate people who haven't crossed it before; the deck is crowded with onlookers. Various people are tipped upside down into a pool. The party arrive in Fiji; they are greeted by a local band and dancing and fire-walking. The party then disembark for Auckland, New Zealand. In Auckland, the city is seen to be prosperous; the building are described as being 'tall tabernacles of trade'. There are exterior views of St Matthews, the Old Mill in Symonds Street and Grafton Bridge.</p>",,1047.0,,,,https://wellcomecollection.org/works/htm4kqnm
v747ecq6,,['Online'],"BMA world tour. Part 1a, Across America.",,Videos,"1 encoded moving image (12.56 min.) : silent, black and white",,"['Travel', 'Voyages around the world', 'Chicago (Ill.)', 'Rio Grande Valley (Colo.-Mexico and Tex.)', 'Grand Canyon (Ariz.)', 'San Francisco Bay Area (Calif.)', 'British Medical Association']",,"UK, c.1935.",,"['UK,']",,"<p>This amateur film, which has been edited semi-professionally with additional intertitles and maps to orientate the viewer, consists of footage shot in the second part of the BMA's World Tour as they travel across America. The group travel from Chicago via a special steam train through Kansas City, Topeka and Las Vegas. They stop at Isleta Pueblo, New Mexico, a Native American village. They arrive at siesta time; women from the party pose with children. The Rio Grande is seen. Then indigenous women at Isleta. Two men of the party pose by the Grand Canyon; then there is a shot of timelapse footage showing the shadows moving across the canyon. There is an exterior of El Tovar Hotel and then establishing shots of Los Angeles and Hollywood; Pershing Square, Cafe Trocedero, palm trees and typical residential architecture. The party then travel to Santa Monica; exteriors of the Bath House are followed by wide shots of the beach with people bathing and a small marina with a number of boats. Arriving at San Francisco, there are unsteady camera pans of the Oakland Bridge and the Docks which are shot from Coit Memorial Tower (the city is clearly very densely populated). Municipal buildings are then shown from ground level. The Department of Health building is in evidence. At the harbour, there is a paddle steamer in the bay and other harbour footage. Alcatraz prison is then seen in the distance. The Golden Gate bridge is seen being constructed in the bay.  1 segment.</p>",,776.0,,,,https://wellcomecollection.org/works/v747ecq6
yxnrxem9,,['Online'],BMA world tour. Part 1.,,Videos,"1 encoded moving image (15.27 min.) : silent, black and white",,"['Travel', 'Voyages around the world', 'New York (N.Y.)', 'Washington (D.C.)', 'Chicago (Ill.)', 'British Medical Association']",,"UK, c.1935.",,"['UK,']",,"<p>This amateur film, which has been edited semi-professionally with additional intertitles and maps to orientate the viewer, consists of footage shot in the first part of the BMA's World Tour. The opening sequences are of a woman's hand in close-up turning the pages of a journal. Embarkation is via the boat train to Southampton (bystanders wave the departing train on) and then leaving for New York via the Cunard Line liner, MV Georgic. Games such as quoits are played on deck. The Statue of Liberty is seen as the ship arrives; there are views of Manhattan and the harbour from the ship. The entourage congregate for a group photo. On land, the skyscrapers are seen. The group are given a police escort which comprises of a lone cop on a motorcycle. The group visit Drs Bedell and Sondern of the Medical Society of NY State and are shown the Grasslands Community Hospital. Most of the group smoke as they wait outside. There are rostrum camera shots of Dr Anderson from the BMA, Drs Both and Hayden,  a gala and various hospitals. There is a brief glimpse of Wall Street from a car. The group then visit the White House in Washington followed by the British Embassy there. There is a nice view of Congress shot from the Library steps with many cars of the period parked in rows. The group travel to Chicago, staying at the Edgewater Beach Hotel. There are high wide shots of the Chicago skyline. The empty grounds of Chicago's World's Fair in 1933 are shown, then exteriors of the Field Museum Aquarium and Panetarium. Alcatraz prison is then seen in the distance. The Golden Gate bridge is seen being constructed in the bay.  1 segment.</p>",,927.0,,,,https://wellcomecollection.org/works/yxnrxem9
e2uxsmf2,,['Online'],The choice is ours.,,Videos,"1 encoded moving image (19:34 min.) : sound, color",,"['Family Planning Services', 'Contraception', 'Philippines']","['Lorenzo, Conrado Ll.', 'Apelo, Ruben.', 'Marcos, Ferdinand E. (Ferdinand Edralin), 1917-1989.']","UK : Vision Associates for International Planned Parenthood Federation, .1970.",['Vision Associates for International Planned Parenthood Federation'],['UK'],['English'],"<p>This film addresses overpopulation in the Philipines and seeks to motivate public health and other government workers to re-inforce the benefits of reducing family sizes. Throughout there are scenes of impoverished urban life with the stress made on the pressure of finite resources whether health, education or quality of life. Finally, President Marcos outlines the challenge ahead which would involve tackling the Catholic church's explicit lack of support for contraception as well as the desire for large families. 4 segments.</p>",,1174.0,,,,https://wellcomecollection.org/works/e2uxsmf2
grg3e457,,['Closed stores'],The choice is ours.,,Videos,"1 videocassette (19.35 min.) (VHS) : sound, color, PAL<br/>1 videocassette (19.35  min.) (DIGIBETA) : sound, color<br/>1 DVD (19.35  min.) : sound, color","['Videocassettes', 'DVDs']","['Family Planning Services', 'Contraception', 'Philippines']","['Lorenzo, Conrado Ll.', 'Apelo, Ruben.', 'Marcos, Ferdinand E. (Ferdinand Edralin), 1917-1989.']","A Vision Associates Production, c.1970.",['A Vision Associates Production'],,['English'],"<p>This film begins by showing Filippino women in labour in an over-crowded delivery room where newborns have to share tiny plastic cots immediately after birth. Illustrated by wonderful footage of the Philippines in the early 1970s we are told about the rise in population in the Philippines and how this is bringing about migration to the cities, unemployment, health problems and general poverty. Ruben Apelo, President of the Family Planning Association of the Philippines talks about how difficult it is to implement a working contraceptive policy given the strong Catholic faith of the republic. The film ends with a speech by His Excellancy Ferdinand E. Marcos, President of the Republic of the Philippines, who advocates population control and the work of the Family Planning Association.</p>",,,,,,https://wellcomecollection.org/works/grg3e457
pb7k7adp,,['Online'],Miracidia of schistosoma japonica.,,Videos,"1 encoded moving image (6.20 min.) : silent, color",,"['Schistosoma', 'Schistosoma', 'classification', 'Schistosoma japonicum', 'Philippines']",,"Washington DC, 1947.",,"['Washington DC,']",['English'],<p>A short colour film aiding the identification of blood infected by schistomomiasis in US serving military in the Phillippines in 1944. 1 segment.</p>,,380.0,,,,https://wellcomecollection.org/works/pb7k7adp
bfnkej36,,['Closed stores'],CBD : working from within.,,Videos,"1 videocassette (26 min.) (DIGIBETA) : sound, color<br/>1 DVD (26 min.) : sound, color","['Videocassettes', 'DVDs']","['Family Planning Services', 'Contraception', 'Marketing of Health Services']",,"Vision Associates for International Planned Parenthood Federation, c.1979.",['Vision Associates for International Planned Parenthood Federation'],,['English'],"<p>This film shows the new approaches to distribution and contraceptives being explored internationally by focusing on three studies of community-based distribution. Social marketing is seen at work in different settings in Sri Lanka, Philippines and Columbia. In Sri Lanka, condoms are rebranded with the name ""Joy"" to distance their association away from venereal disease. Distribution was via small local shops. Reckitt and Coleman handled the packaging. Shopkeepers are enlisted for education and information dissemination. A campaign to make the female contraceptive pill readily available was then rolled out. The film then looks at the situation in the Philippines. A family planning clinic was set up running alongside a church, Iglesia Cristo. Volunteers are shown preparing packs for distribution and then canvassing the clinic's facilities. The situation in Columbia is studied. A green flag is present outside distribution outlets for contraceptives. New adopters of contraception are called 'new acceptors'. The distributors and introducers split the proceeds from the sale of contraceptives.</p>",,,,,,https://wellcomecollection.org/works/bfnkej36
usd3wdpc,,['Closed stores'],"A fair for health, a fair for hope.",,Videos,"1 videocassette (14 min.) : sound, color, PAL",['Videocassettes'],"['Elephantiasis, Filarial']",,"UK : A World Health Organisation Production, 2001.",['A World Health Organisation Production'],['UK'],['English'],"<p>This film documents the Lymphatic Filariasis Health Fair held in the island of Mindoro, in the Philippines. At the fair several endemic communities are brought together in a festive environment allowing for drugs against the disease to be administered to the largest number of people in one place. The full participation of the community in the organisation of the fair and the administering of drugs to all people in the community are impressive.</p>",,,,,,https://wellcomecollection.org/works/usd3wdpc
vpb8rj52,,['Closed stores'],The human lab.,,Videos,"1 videocassette (VHS) (50 min.) : sound, color, PAL.","['Videocassettes', 'Documentary television programmes']","[""Women's Health"", 'Levonorgestrel', 'Contraceptive Agents, Female']",,"[Place of publication not identified] : BBC TV, 1995.",['BBC TV'],['[Place of publication not identified]'],['English'],"<p>Examines controversial Third World trials of Norplant, a surgically implanted contraceptive which releases a hormone to inhibit ovulation. Witnesses - both patients and doctors - claim that the Bangladesh trials, developed with the aid of the U.S. Agency for International Development, produced serious health problems in the women who took part, that informed consent was not obtained from participants, and that women who requested the removal of Norplant were refused or subjected to brutal handling during its removal. Horizon also examines allegations concerning the management of other implant and vaccine contraceptive trials in Haiti and the Philippines. It investigates the financial backing of such trials and the motives of the U.S. government in permitting them.</p>",,,,,,https://wellcomecollection.org/works/vpb8rj52
zvdckt6a,,['Closed stores'],Need to care.,,Videos,"1 videocassette (21.20  min.) (DIGIBETA) : sound, color<br/>1 DVD (21.20  min.) : sound, color","['Videocassettes', 'DVDs']","['Family Planning Services', 'Contraception']",,"Vision Associates for International Planned Parenthood Federation, c.1980.",['Vision Associates for International Planned Parenthood Federation'],,['English'],"<p>The film opens with a comment that family planning services have not had a big enough impact; the footage shown is from the Philippines and shows a rather chaotic clinic. The film then goes on to discuss the criteria for success for establishing a clinic. Firstly, it needs to be located in a convenient place. The waiting area should be large (very many people are shown waiting). Other aspects of administration are seen (leaflets, posters etc). A group of women are shown waiting for a film to be  projected. An examining area has to be private and the facilities needed are shown. Some of the footage appears to be shot in a South American Spanish-speaking country. A vasectomy is seen through the operating room window. Patients are shown recovering from minor surgery. Female practitioners (ethnicity appears to be Indian) are shown. Procedures for disposing of post-examination supplies are described for the benefit of nurses and clinic staff. A mother and baby attending a clinic is then shown (ethnicity appears to be African). A male field worker speaks to factory workers promoting good family planning practices. Volunteers are trained. A mobile clinic with field workers is seen in action. Good practice and a respectful attitude to patients are encouraged.</p>",,,,,,https://wellcomecollection.org/works/zvdckt6a
c3vjrp3n,,['Closed stores'],Opening of the Vietnam Wellcome research laboratories January 1991 - Dr. N.J. White.,,Videos,"1 videocassette (VHS) (17 min.) : sound, color, PAL",['Videocassettes'],"['Malaria', 'Research', 'Tropical Medicine']","['White, Nicholas J., 1967-']","Vietnam : Wellcome Trust, 1991.",['Wellcome Trust'],['Vietnam'],['English'],"<p>Amateur footage of the small ceremony and speeches that accompanied the opening of the Wellcome research laboratories in Vietnam in January 1991. The opening speech is in Vietnamese with British interventions [translations?] from Dr. N.J. White who also reads out a message from the Wellcome Trust and Oxford University. Speakers and audience are then shown around the hospital wards where patients are being cared for by nurses. To camera Dr. White explains the reasons for choosing to open a research centre in Vietnam and he describes the nature of the work generally undertaken at Oxford University. This sequence is repeated with Vietnamese dubbing, possibly for a news report.</p>",,,,,,https://wellcomecollection.org/works/c3vjrp3n
fjvrygpa,,['Closed stores'],Animal detectives.,,Videos,"1 videocassette (VHS) (30 min.) : sound, color, PAL","['Videocassettes', 'Documentary television programmes']","['Monkeys', 'Vietnam']",,"[London?] :Carlton UK, [1995]",,"['[London?] :Carlton UK,']",['English'],"<p>Follows the work of the Environmental Investigation Agency as it uncovers a huge, illegal monkey trading operation centred in Vietnam.</p>",,,,,,https://wellcomecollection.org/works/fjvrygpa
pavep339,,['Closed stores'],Winter soldier.,,Videos,"1 DVD (95 min.) : sound, color, black and white, PAL",['DVDs'],"['Warfare', 'Medical aspects', 'Vietnam']",,"US, 1972.",,"['US,']",['English'],"<p>This film documents a meeting between more than 125 Vietnam veterans as they gathered at Howard Johnson's hotel in Detroit, January 31, 1971. The meeting was to provide an opportunity for the veterans to talk about the atrocities they had committed or witnessed while in Vietnam. Their memories are frequently hard to listen to and are sometimes illustrated with colour footage from Vietnam. The veterans included are: Rusty Sachs, Joseph Bangert, Scott Shimabukuro, Kenneth Campbell, Scott Camil, John Kerry, Steve Pitkin, Jonathan Birch, Charles Stevens, Fred Nienke, David Bishop, Nathan Hale, Michael Hunter, Murphy Lloyd, Carl Rippberger, Evan Haney, Robert Clark, Gordon Steward, Curtis Windgrodsky, Gary Keyes, Allan Akers, William hatton, Joseph Galbally, Edmund Murphy, James Duffy, Scott Moore, Mark Lenix, Thomas Heidtman, Dennis Caldwell and James Henry.</p>",,,,,,https://wellcomecollection.org/works/pavep339
s4b3wwmm,,['Closed stores'],Drug resistant malaria.,,Videos,"1 videocassette (VHS) (30 min.) : sound, color, PAL.","['Videocassettes', 'Documentary television programmes']","['Delivery of Health Care', 'Herbal Medicine', 'Drug Resistance', 'Malaria', 'drug therapy', 'Vietnam']","['Taylor, David.', 'Huggett, Charlotte.', 'Norton, Kathleen.', 'Thompson, Colin, 1919-2007.']","[London] : BBC TV, 1993.",['BBC TV'],['[London]'],['English'],"<p>10-minute item on drug-resistant malaria in Vietnam A report from Vietnam on two trials of ching hi siu, a traditional Chinese herbal remedy for malaria. With drug-resistance on the increase in South East Asia, an alternative to existing anti-malarials is urgently required.</p>",,,,,,https://wellcomecollection.org/works/s4b3wwmm
xqty3z8u,,['Closed stores'],Tom Boulton in interview with Lady Wendy Ball. Part 2.,,Videos,"1 videocassette (VHS) : sound, color, PAL.","['Videocassettes', 'Interviews, Recorded', 'Memoirs']","['Anesthesia', 'Physicians', 'Boulton, Tom.']",,"UK : Oxford Brookes University, 1998.",['Oxford Brookes University'],['UK'],['English'],"<p>Anaesthesia in Vietnam; drawover anaestheic machines; Royal Berkshire Hospital, Reading; Anaesthesia; Association of Anasesthetists; anaesthetist education</p>",,,,,,https://wellcomecollection.org/works/xqty3z8u
gq44g24z,,['Closed stores'],John Zorab in interview with Lady Wendy Ball. Interview 2.,,Videos,"1 videocassette (VHS) : sound, color, PAL.","['Videocassettes', 'Interviews, Recorded']","['Zorab, John S. M.']",,"UK : Oxford Brookes University, 1996.",['Oxford Brookes University'],['UK'],['English'],"<p>Main subjects discussed: Frenchay Hospital, Bristol; neuroanaesthesia; Peter Baskett; Childrens' Medical Relief International, Vietnam; Association of Anaesthetists; European Academy of Anaesthesiology; European Diploma; World War Federation of Societies of Anaesthesiologists.</p>",,,,,,https://wellcomecollection.org/works/gq44g24z
ryt4xw2a,,['Closed stores'],Seven new faces in seven days.,,Videos,"1 DVD (60 min.) : sound, color, PAL.",['DVDs'],"['Surgery, Oral', 'Surgery, Plastic', 'General Surgery', 'Craniofacial']","['Kirkpatrick, Niall.', 'Eccles, Simon.']","UK : Five, 2010.",['Five'],['UK'],['English'],"<p>A team of British surgeons travel to Vietnam to operate on a gropu of adults and children with serious, and in some cases life-threatening, facial deformities and diseases. Vietnam has one of the highest incidences of birth defects in the world, perhaps due to the use of chemicals such as Agent Orange during the war. Niall Kirkpatrick and Simon Eccles travel to Danang hospital where the select seven people to undergo immediate surgery. Four children who were not selected are later accepted to travel to London and undergo surgery there. The surgery is shown in depth and the emotions of the patients and families explored sensitively.</p>",,,,,,https://wellcomecollection.org/works/ryt4xw2a
