id,referenceNumber,availabilities,title,alternativeTitles,workType,physicalDescription,genres,subjects,contributors,production.dates,production.agents,production.places,languages,description,lettering,duration,images,thumbnail.license.label,thumbnail.url,collection.url
qfu9bn57,,['Online'],"The god Narada descending from heaven to dispel evil doctrines (left). To his right a princess on the throne and, with two attendants, prays for help from heaven. This story of Nerada is one of the last ten birth tales of the Buddha's previous livess",,Digital Images,,['Manuscript'],"['Buddhist', 'God', 'L0030813', 'L0030814', 'MS THAI 4']",,,,,,,,,['ye7qhx65'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/L0030815/full/300,/0/default.jpg",https://wellcomecollection.org/works/qfu9bn57
ukma7puf,,['Online'],A bodhisattva in heaven with accompanying angels (detail of bottom right),,Digital Images,,['Manuscript'],"['Buddhist', 'God', 'L0030804', 'L0030805', 'MS THAI 3']",,,,,,,,,['bs2p94g4'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/L0030806/full/300,/0/default.jpg",https://wellcomecollection.org/works/ukma7puf
vy3w99sw,,['Online'],Siamese Manuscript.,,Digital Images,,,"['SHIATSU', 'SIAMESE', 'PRESSURE MASSAGE', 'OR MS 801']",,,,,,"A guide to pressure points for use in 'Thai Yoga Massage'.
Diagram: human figure showing pressure points.",,,['zckjz5kc'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/L0027325/full/300,/0/default.jpg",https://wellcomecollection.org/works/vy3w99sw
weeg3mx3,,['Online'],"Siamese Manuscript, Pressure Massage Manual.",,Digital Images,,,"['SHIATSU', 'SIAMESE', 'PRESSURE MASSAGE', 'OR MS 801']",,,,,,"A guide to pressure points for use in 'Thai Yoga Massage'.

Diagram: human figure showing pressure points.",,,['tq7ste9d'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/L0027324/full/300,/0/default.jpg",https://wellcomecollection.org/works/weeg3mx3
k7bcyyha,,['Online'],Siamese Manuscript.,,Digital Images,,,"['SHIATSU', 'SIAMESE', 'PRESSURE MASSAGE', 'OR MS 801']",,,,,,"Pressure Massage Manual. A guide to pressure points for use in 'Thai Yoga Massage'.

Diagram: female figure showing pressure points.",,,['mm4twhbb'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/L0028403/full/300,/0/default.jpg",https://wellcomecollection.org/works/k7bcyyha
pb7wtqgg,,['Online'],Siamese Manuscript. Pressure Massage Manual.,,Digital Images,,,"['SHIATSU', 'SIAMESE', 'PRESSURE MASSAGE', 'OR MS 801']",,,,,,"Pressure Massage Manual. A guide to pressure points for use in 'Thai Yoga Massage'.

Diagram: human figure showing pressure points.",,,['qn62nuhn'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/L0027326/full/300,/0/default.jpg",https://wellcomecollection.org/works/pb7wtqgg
tbthzbqy,,['Online'],Food stall hygiene,,Digital Images,,,['Food hygiene'],['John & Penny Hubley'],,,,,"For good food stall hygiene, this Thai vendor has covered her dishes of food to prevent flies from touching them.",,,['j226uq2b'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/W0026579/full/300,/0/default.jpg",https://wellcomecollection.org/works/tbthzbqy
smvqzkfv,,['Online'],Siamese Manuscript.,,Digital Images,,,"['SHIATSU', 'SIAMESE', 'PRESSURE MASSAGE', 'OR MS 801']",,,,,,"Pressure Massage Manual, ca. 1850. A guide to pressure points for use in 'Thai Yoga Massage'.

Diagram: human figure showing pressure points.",,,['e7sk8uny'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/L0027322/full/300,/0/default.jpg",https://wellcomecollection.org/works/smvqzkfv
sput4e2n,,"['Closed stores', 'Online']",Would you rather be slicing chillies? / Birds Eye.,,Ephemera,1 sheet : color illustrations ; 15 cm.,"['Ephemera', 'Postcards']","['Hot peppers', 'Convenience foods', 'Cooking (Chicken)']",['Birds Eye (Firm)'],"[Place of publication not identified] : Birds Eye, [2001]",['Birds Eye'],['[Place of publication not identified]'],['English'],<p>One in a series of (four?) postcards advertising Birds Eye 'Enjoy!' ready meals. Advertises Thai chicken rice on the reverse.</p>,,,"['y745rpyd', 'jgcdd46m']",In copyright,"https://iiif.wellcomecollection.org/thumbs/b15839874_0001.jp2/full/!200,200/0/default.jpg",https://wellcomecollection.org/works/sput4e2n
tcbm727m,,['Online'],Siamese Manuscript. Pressure Massage Manual.,,Digital Images,,,"['SHIATSU', 'SIAMESE', 'PRESSURE MASSAGE', 'OR MS 801']",,,,,,"Pressure Massage Manual, ca. 1850. A guide to pressure points for use in 'Thai Yoga Massage'.
Diagram: human figure showing pressure points.",,,['mracquc5'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/L0027327/full/300,/0/default.jpg",https://wellcomecollection.org/works/tcbm727m
tpxe4ufh,,['Online'],Siamese Manuscript. Pressure Massage Manual.,,Digital Images,,,"['SHIATSU', 'SIAMESE', 'PRESSURE MASSAGE', 'OR MS 801']",,,,,,"Pressure Massage Manual, ca. 1850. A guide to pressure points for use in 'Thai Yoga Massage'.

Diagram: human figure showing pressure points.",,,['kve8geq3'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/L0027323/full/300,/0/default.jpg",https://wellcomecollection.org/works/tpxe4ufh
gehe6y7b,727845i,"['Closed stores', 'Online']",A model of a monstrous four-footed creature standing on a wagon with a howdah on its back. Gouache.,,Pictures,1 painting : gouache ; image 34.2 x 25.2 cm,"['Gouaches', 'Paintings']",,,[between 1800 and 1899],,,,,Lettering possibly in Thai,,['nk726chg'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0046578/full/300,/0/default.jpg",https://wellcomecollection.org/works/gehe6y7b
n8kwemje,727847i,"['Closed stores', 'Online']",A monstrous elephant with gold scaly gills; water and a mountain beyond. Gouache.,,Pictures,1 painting : gouache ; image 35.4 x 24.4 cm,"['Gouaches', 'Paintings']",,,[between 1800 and 1899],,,,,Lettering possibly in Thai,,['zfj2k7t2'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0046580/full/300,/0/default.jpg",https://wellcomecollection.org/works/n8kwemje
xhmuqe82,727846i,"['Closed stores', 'Online']",A monstrous four-footed creature with a horse-like head and feline claws. Gouache.,,Pictures,1 painting : gouache ; image 34.4 x 23.2 cm,"['Gouaches', 'Paintings']",,,[between 1800 and 1899],,,,,Lettering possibly in Thai,,['pdsu4rcc'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0046579/full/300,/0/default.jpg",https://wellcomecollection.org/works/xhmuqe82
c7kruzpp,,"['Closed stores', 'Online']","Intravenosa ... Novocaina : Tos ... Ticarda / Hoechst A.G. ; representantes: Farmaceutica Hoechst Mexicana, S.A.",,Ephemera,1 sheet : colour ; 23 x 17 cm,['Ephemera'],"['Analgesics', 'therapeutic use', 'Parasympatholytics', 'therapeutic use', 'Histamine Antagonists', 'therapeutic use', 'Anti-Arrhythmia Agents', 'therapeutic use', 'Ganglionic Blockers', 'therapeutic use', 'Antitussive Agents', 'drug therapy', 'Cough', 'drug therapy', 'Silicosis', 'drug therapy', 'Whooping Cough', 'drug therapy', 'Pharmaceutical Preparations', 'Drug Industry', 'Mexico']",['Hoechst AG'],[1957?],,,['Spanish'],"<p>Advertising insert for Hoechst's Novocaina (intravenous analgesic, antispasmodic, antihistamine, anti-arrhythmia and ganglionic blocker)  and Ticarda for coughs and a range of respiratory diseases. It shows an 8 armed Thai deity on one side and a barking dog on the other.</p>",,,"['aa743fzy', 'd86b926j']",In copyright,"https://iiif.wellcomecollection.org/thumbs/b28887050_0001.jp2/full/!200,200/0/default.jpg",https://wellcomecollection.org/works/c7kruzpp
nrjbqx34,,['Online'],"Chinese Materia Dietetica, Ming: Alcoholic beverages",,Digital Images,,['Book illustrations'],"['Chinese Medicine', 'TCM', 'Materia dietetica']",['Anonymous'],,,,,"Illustrations from <I>Shiwu</I><I> bencao</I> (Materia dietetica), a dietetic herbal in four volumes dating from the Ming period (1368-1644). The identity of the author and artists is unknown. It contains entries on over 300 medicinal substances and is illustrated by almost 500 paintings in colour.

The illustrations depict the production of red yeast liquor (<I>hongqu jiu</I>) and Thai (Siamese) liquor (<I>xianluo jiu</I>).

 The text states: Red yeast liquor is extremely heating and poisonous. Drinking it can cause beri-beri (<I>jiaoqi</I>), intestinal wind, bloody bowel discharge, haemorrhoids and fistulas, asthma, etc. It is only used to break [stagnant] blood, to destroy poisons, and to protect from cold mountain miasmas (<I>shanlan hanqi</I>),It is particularly good for treating injuries from knocks and falls. Thai liquor is double distilled, and rare fragrances are added to it...",ed yeast liquor (hongqu jiu); Thai liquor (xianluo jiu),,['gw4ad5a2'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0039396/full/300,/0/default.jpg",https://wellcomecollection.org/works/nrjbqx34
bfr8x5h3,30027i,"['Closed stores', 'Online']","Tha baptism of Tristram Shandy. Etching by J. Heath, 1780, after W. Hogarth.",,Pictures,1 print : etching ; platemark 15.4 x 9.6 cm,['Etchings'],"['Infants', 'Priests', 'Baptism', 'Shandy, Walter (Fictitious character)', 'Shandy, Tristram (Fictitious character)']","['Hogarth, William, 1697-1764.', 'Heath, James, 1757-1834.']","London : W. Strahan, T. Cadell, J. Dodsley, G. Robinson & J. Murray & c., Jan.y 14th 1780.","['W. Strahan, T. Cadell, J. Dodsley, G. Robinson & J. Murray & c.']",['London'],['English'],"<p>Walter Shandy, having had trouble with his trousers, arrives too late at the baptism of his son to prevent him being baptised with the name Tristram</p>","Vol. II. page 221. Hogarth inv.t ; Heath sculp.

Volume and page number cut out and pasted on",,['gkfsmtqf'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0035388/full/300,/0/default.jpg",https://wellcomecollection.org/works/bfr8x5h3
dsw5hnrk,,['Online'],Land preparation: ploughing with water buffalo,,Digital Images,,,,['John & Penny Hubley'],,,,,"Agriculture: ploughing with water buffalo

This Thai farmer is ploughing a flooded rice field using a traditional hand-held plough. The plough is being drawn by a water buffalo. <B>
</B>
Occupations involving prolonged contact with water in some climates,can make workers vulnerable to water-associated diseases.",,,['et62tbk8'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/W0026553/full/300,/0/default.jpg",https://wellcomecollection.org/works/dsw5hnrk
qj5q4a5s,674196i,"['Closed stores', 'Online']","The question ""What is AIDS?"" in sixteen languages spoken in Berlin; representing health advice services for HIV-positive migrants. Colour lithograph, ca. 1995.",,Pictures,1 print : lithograph ; sheet 42 x 29.5 cm,"['Lithographs', 'Posters', 'Letter pictures']","['AIDS (Disease)', 'Foreign workers', 'Health and hygiene', 'Berlin (Germany)']","['Aids-Koordinierungs- und Anlaufstelle für MigrantInnen.', 'European Project AIDS & Mobility.']","Berlin (Chausseestr. 8, 10115 Berlin) : A.k.a.m., [1995?]",['A.k.a.m.'],"['Berlin (Chausseestr. 8, 10115 Berlin)']","['German', 'Russian', 'French', 'Romanian', 'Thai', 'Polish', 'Vietnamese', 'Arabic', 'Spanish', 'Turkish', 'Greek, Modern (1453- )', 'Czech', 'English', 'Italian', 'Portuguese']","<p>A customised question mark, with a spiral form or metal spring representing the upper part and an exclamation mark representing the dot; possibly the spiral in turn represents the immigrant community centred on Berlin, and the exclamation mark (purple) represents urgency of need</p>","Was ist AIDS?   a.k.a.m. Beratung-Information-Unterstützung (Aids-Koordinierungs- und Anlaufstelle für MigrantInnen) ... Finanzierung: European Project AIDS & Mobility Amsterdam

Includes telephone number, opening hours, address and directions to the AKAM office",,['sdk3tcj4'],In copyright,"https://iiif.wellcomecollection.org/thumbs/b16741961_l0054279.jp2/full/!200,200/0/default.jpg",https://wellcomecollection.org/works/qj5q4a5s
wknh29h5,WT/D/1/20/1/43/66,"['Online', 'Closed stores']","M0005336: Illustration of the distillation of palm-wine, Indonesia","['Previous title, replaced November 2021: Distillation of palm-wine, Indonesia']",Archives and manuscripts,1 photograph glass plate negative; 12 x 16.5 cm,,,,December 1937,,,,"Illustration of distillation apparatus to give arrack from Amboina, The Moluccas, Indonesia. Published in <i>Handbuch der Pharmakognosie</i> 1930.",,,,In copyright,"https://iiif.wellcomecollection.org/thumbs/b33187022_0001.jp2/full/!200,200/0/default.jpg",https://wellcomecollection.org/works/wknh29h5
j52y6pqj,,['Online'],Food stall in Indonesia,,Digital Images,,,['Food hygiene'],,,,,,"Food stall hygiene

This tea stall in Indonesia has a shaded area where customers can sit. Water for the tea and for washing dishes and utensils is kept in buckets.

Because the tea is boiled and is served hot, it is unlikely to contain pathogens.",,,['nq853kxm'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/W0036041/full/300,/0/default.jpg",https://wellcomecollection.org/works/j52y6pqj
wec2z7q8,,['Online'],Rice terraces in Indonesia,,Digital Images,,,['Conservation'],['The Leprosy Mission International'],,,,,"Agriculture: land usage

Rice terraces prior to harvest in Indonesia.

Flat valley bottom land is in short supply in this area, and the farmers have terraced the slopes to increase the amount of land available for rice paddies. 

Water management is crucial to rice cultivation and land gradients and paddy levels have to be carefully designed and maintained.",,,['wucehaus'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/W0036031/full/300,/0/default.jpg",https://wellcomecollection.org/works/wec2z7q8
jveunjh2,,['Online'],Agriculture: planting rice in Indonesia,,Digital Images,,,,['The Leprosy Mission International'],,,,,This image shows rice transplanting in Indonesia.,,,['skmfj6cw'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/W0036030/full/300,/0/default.jpg",https://wellcomecollection.org/works/jveunjh2
cpd8gcg2,,['Online'],National Leprosy Training Centre in Indonesia,,Digital Images,,,,['The Leprosy Mission International'],,,,,"Training health care professionals

This building is a National Leprosy Training Centre in Indonesia. Training health care professionals about the early diagnosis, management and treatment of leprosy is essential to a successful control programme. 

This is becoming more important as the prevalence of leprosy slowly declines.",,,['xkq8fmgm'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/W0036470/full/300,/0/default.jpg",https://wellcomecollection.org/works/cpd8gcg2
r5yjgkmh,MS.7830,"['Closed stores', 'Online']","Miscellany: Australasia, Indonesia and the Pacific, 18th-20th centuries",,Archives and manuscripts,1 item,,"['Plants, Medicinal', 'Anthropology', 'Discoveries in geography', 'Travel', 'Penicillins', 'Plants', 'Health Services', 'Botany', 'Paleobotany', 'Missions and Missionaries, Medical', 'Missions and Missionaries', 'Naval Medicine']",,1776-1931,,,['English'],"Material formerly held in the Western Manuscripts Department's Autograph Letters Sequence, brought together in this form in 1989 as a result of the National Library of Australia's Australian Joint Copying Project.",,,,Public Domain Mark,"https://iiif.wellcomecollection.org/thumbs/b18772481_MS_7830_0001.JP2/full/!200,200/0/default.jpg",https://wellcomecollection.org/works/r5yjgkmh
w3s3bkn2,,['Online'],"Drawings of birth postures, 7 subjects, from Asia, Indonesia",,Digital Images,,,['Birth: North America'],['Kelly'],,,,,"Framed original drawings of birth postures, 7 subjects, from Asia and Indonesia",,,['e7dc5af4'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/M0006387/full/300,/0/default.jpg",https://wellcomecollection.org/works/w3s3bkn2
ej8rtwtr,,['Online'],"Pair of ceremonial mosquito net hangers, Indonesia, 1801-193",,Digital Images,,,['Hanger'],"['Science Museum, London']",,,,,"These wooden mosquito net hangers are carved in the form of a dragon and are gilded. They were probably used over a bed or a seating area. The mosquito net hangers were made and used in East Java or Madura in southern Indonesia. Mosquitoes carry a number of diseases but their role in transmitting malaria was identified in 1898 by Ronald Ross (1857–1932), a British bacteriologist.

maker: Unknown maker

Place made: Indonesia",,,['hgrmc4fg'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/L0059644/full/300,/0/default.jpg",https://wellcomecollection.org/works/ej8rtwtr
enxhemyn,,['Online'],"Glass jar of nux vomica seeds, Indonesia, 1870-1940",,Digital Images,,,"['Sample', 'Anaesthetic', 'Unani Tibb']","['Science Museum, London']",,,,,"Nux vomica seeds (shown on the right) are used in Unani Tibb to stimulate the nervous system and treat paralysis. Nux vomica had similar uses in Western medicine as a source of strychnine to bring patients round after anaesthetics. High doses of the drug are poisonous and potentially fatal. 

Unani Tibb is an Islamic medical tradition. Health and personality are influenced by a person’s unique combination of humours, or elements, and their relationship with the environment. Illness occurs when the humours become unbalanced. Treatment is tailored to suit the individual’s specific mix of humours. The seeds are shown here with nigella sativa seeds (A670308) also used in herbal medicine.

maker: Unknown maker

Place made: Indonesia",,,['td54ku56'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/L0065697/full/300,/0/default.jpg",https://wellcomecollection.org/works/enxhemyn
nrv5rnaw,WT/D/1/20/1/13/59,"['Online', 'Closed stores']","M0001456: Reproduction of a photograph of Cinchona trees, Java, Indonesia","['Previous title, replaced May 2020: Cinchona trees, Java.']",Archives and manuscripts,2 photographs glass plate negative; 12 x 16.5 cm photographic print; 10.5 x 14.4 cm,,"['Cinchona', 'Cinchona plantation workers', 'Quinine industry']",,16 December 1930,,,,"Black and white reproduction of a photograph of Cinchona trees, Java, Indonesia, with a person (possibly a plantation worker) in the centre of the trees. The photograph was possibly lent by Professor A. Tschirch (of the Pharmaceutical Institute of the University of Berne) for <i>Malaria section of the international celebration and exhibition : three hundredth anniversary of the first recognized use of cinchona by Europeans, 1630-1930</i>, an exhibition hosted by the Wellcome Historical Medical Museum in 1930. The photograph has not been indetified in the souvenir catalogue.",,,,In copyright,"https://iiif.wellcomecollection.org/thumbs/b3306782x_0001.jp2/full/!200,200/0/default.jpg",https://wellcomecollection.org/works/nrv5rnaw
nxyhwnwc,WT/D/1/20/1/12/69,"['Online', 'Closed stores']","M0001366: Photograph of Friedrich Franz Wilhelm Junghuhn (1809–1864), outside his dwelling in Java, Indonesia",,Archives and manuscripts,1 photograph glass plate negative; 12 x 16.5 cm,,"['Botanists', 'Cinchona plantation workers']",,31 October 1930,,,,"Black and white photograph of Friedrich Franz Wilhelm Junghuhn (1809–1864), German-Dutch botanist and geologist, outside his dwelling in Java, Indonesia. The reproduction is possibly from the original photograph lent by Professor P. Van der Wielen, Laboratorium voor Artsenijbereidkunde van de Universiteit van Amsterdam, listed as exhibit no. 491 in <i>Malaria section of the international celebration and exhibition : three hundredth anniversary of the first recognized use of cinchona by Europeans, 1630-1930</i>, an exhibition hosted by the Wellcome Historical Medical Museum in 1930.",,,,Public Domain Mark,"https://iiif.wellcomecollection.org/thumbs/b33066681_0001.jp2/full/!200,200/0/default.jpg",https://wellcomecollection.org/works/nxyhwnwc
nega78p7,WT/D/1/20/1/14/64,"['Closed stores', 'Online']","M0001565: Photograph of the view over the Tankuban Prahu and the Cinchona districts in Java, Indonesia","['Previous title, replaced May 2020: View over the Tankuban Prahu and the Cinchona districts.']",Archives and manuscripts,1 photograph glass plate negative; 12 x 16.5 cm,,"['Cinchona', 'Plantations', 'Quinine industry']",,07 January 1931,,,,"Black and white photograph of the general view over the Tankuban Prahu and the Cinchona districts. The original photograph was lent by Professor A. Tschirch (of the Pharmaceutical Institute of the University of Berne) for <i>Malaria section of the international celebration and exhibition : three hundredth anniversary of the first recognized use of cinchona by Europeans, 1630-1930</i>, an exhibition hosted by the Wellcome Historical Medical Museum in 1930. The photograph is listed as exhibit no. 470 in the souvenir catalogue. The item is not held by Wellcome Collection.",,,,In copyright,"https://iiif.wellcomecollection.org/thumbs/b33066371_0001.jp2/full/!200,200/0/default.jpg",https://wellcomecollection.org/works/nega78p7
kb5t95dh,677820i,"['Closed stores', 'Online']","Dutch East Indies (Java or Indonesia): three hunters with a dead leopard. Coloured lithograph by H.A. Henrici and W.J. Gordon, ca. 1839.",,Pictures,"1 print : lithograph, with watercolour ; image 22.1 x 33 cm",['Lithographs'],"['Leopard hunting', 'Indonesia']","['Henrici, H.A. von.', 'Gordon, Willem Jan, 1811-']","[Leiden?] : [La Lau?], [1839?] ([Leiden?] : J.M. Kierdorff, impr.)","['[La Lau?]', 'J.M. Kierdorff, impr.)']","['[Leiden?]', '([Leiden?]']",,,W.J. Gordon fec. Henrici et W.T. Gordon del.,,['dtj3swks'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0047530/full/300,/0/default.jpg",https://wellcomecollection.org/works/kb5t95dh
fhmvzug6,677819i,"['Closed stores', 'Online']","Dutch East Indies (Java or Indonesia): a man with two women and a baby. Coloured lithograph by H.A. Henrici and W.J. Gordon, ca. 1839.",,Pictures,"1 print : lithograph, with watercolour ; image 21.8 x 32.8 cm",['Lithographs'],['Indonesia'],"['Henrici, H.A. von.', 'Gordon, Willem Jan, 1811-']","[Leiden?] : [La Lau?], [1839?] ([Leiden?] : J.M. Kierdorff, impr.)","['[La Lau?]', 'J.M. Kierdorff, impr.)']","['[Leiden?]', '([Leiden?]']",,<p>The man carries branches and has a machete for cutting wood. The women and baby are getting into or out of a canoe</p>,Henrici et W.T. Gordon del.,,['k258fe5h'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0047531/full/300,/0/default.jpg",https://wellcomecollection.org/works/fhmvzug6
wrmyp5n2,42117i,"['Closed stores', 'Online']","Java (Indonesia): animals and indigenous people, including Javan labourers, Javan warriors, a bride of a higher class and a native sportsman being attacked by a tiger. Lithograph.",,Pictures,1 print : lithograph,['Lithographs'],,,[Place of publication not identified] : [publisher not identified],['[publisher not identified]'],['[Place of publication not identified]'],['English'],<p>The animals include tigers and antelopes</p>,"Scenery and animated life. Java. Eagle and owl...

Further lettering within the print",,['cya9zkdz'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0022854ER/full/300,/0/default.jpg",https://wellcomecollection.org/works/wrmyp5n2
u2kc8cmx,2066036i,"['Closed stores', 'Online']","An Indonesian child being examined with a stethoscope; representing support for the healthcare work of Memisa in Indonesia, recommended by the actor Willem Nijholt. Colour lithograph for Memisa, ca. 199-.",,Pictures,"1 print : lithograph, printed in colours ; sheet 59.1 x 42 cm","['Posters', 'Lithographs']","['Children', 'Health and hygiene', 'Medical care', 'Indonesia', 'Netherlands', 'Nijholt, Willem, 1934-']",['Memisa (Organization)'],"[Den Haag] : Mimasa, [between 1990 and 1999?]",['Mimasa'],['[Den Haag]'],['Dutch'],,"Memisa 75 jaar gezondheid samen delen. Het Memisairecept in Indonesië. Eeen man liep al jaren aan de arm van zijn dochter omdat he slechtziend was ... Steunt u het Memisa-recept in Papoea? Willem Nijholt, acteur. Kies voor Memisa. Giro 5657 Den Haag

Bears logo of Memisa: a green M",,['wf5mhdc9'],In copyright,"https://iiif.wellcomecollection.org/thumbs/B20660364.JP2/full/!200,200/0/default.jpg",https://wellcomecollection.org/works/u2kc8cmx
randg32b,677746i,"['Closed stores', 'Online']","Two heads with decorative headpieces representing a man and woman as part of a statement about HIV and AIDS in Indonesia; by Epoch (Enabling Private Organization to Combat HIV/AIDS with support from The Ford Foundation and Hotline Surya. Colour lithograph, 1996.",,Pictures,"1 print : lithograph, printed in colours ; sheet 55.8 x 42.1 cm","['Posters', 'Lithographs']","['AIDS (Disease)', 'AIDS (Disease)', 'Prevention', 'HIV infections', 'Communicable diseases', 'Transmission', 'Indonesia']",,"[Indonesia] : Epoch, 1996.",['Epoch'],['[Indonesia]'],['Indonesian'],,"Pernyataan Pacet. Tentang Masalah Etika dan hak asasi. Yang Berkaitan. Dengan pewabahan. Dan upaya. Pencegahan HIV/AIDS.

Includes 3 blocks of text in the centre in Indonesian with subtitles: 'Informasi' (information), 'Pelayanan' (services), 'Perlindungan' (protection), and 'Pemberdayaan' (empowerment)

Bears logo: Epoch (Enabling Private Organization to Combat HIV/AIDS)

Bears logo: The Ford Foundation (FF), a resource for innovative people and institutions around the world to advance human welfare,

Bears logo: Hotline Surya (an AIDS NGO (non-goverment organisation) in Indonesia)",,['ak3h9g8h'],In copyright,"https://iiif.wellcomecollection.org/thumbs/b16777463_l0054534.jp2/full/!200,200/0/default.jpg",https://wellcomecollection.org/works/randg32b
nhxjwrtf,677826i,"['Closed stores', 'Online']","Dutch East Indies: a spokesman of the people of the island of Solor. Coloured lithograph by S. Müller and T.C. Bruining, ca. 1839.",,Pictures,"1 print : lithograph, with watercolour ; image and lettering approximately 37.5 x 25 cm",['Lithographs'],"['Solor Island (Indonesia)', 'Indonesia']","['Müller, Salomon, 1804-1864.', 'Bruining, Tieleman Cato, 1801-1877.']","[Leiden?] : [La Lau?], [1839?] ([Leiden?] : J.M. Kierdorff, impr.) ; ([Amsterdam] : Arnz et Comp. color.)","['[La Lau?]', 'J.M. Kierdorff, impr.) ;', 'Arnz et Comp. color.)']","['[Leiden?]', '([Leiden?]', '([Amsterdam]']",['Dutch'],,"Voorvechter van het eiland Solor. S. Müller et T.C. Bruining, in lap. del.",,['xkd3kyju'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0047533/full/300,/0/default.jpg",https://wellcomecollection.org/works/nhxjwrtf
tpqwe883,34298i,"['Closed stores', 'Online']","Javanese dancers, with men on the left and women on the right, accompanied by a musician. Engraving by T. de Bry.",,Pictures,1 print : engraving ; image 14 x 21.2 cm,['Engravings'],"['Dance', 'Indonesia.', 'Java (Indonesia)']","['Bry, Theodor de, 1528-1598.']",[Frankfurt] : [T. de Bry],['[T. de Bry]'],['[Frankfurt]'],,,,,['py79cf7u'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0040420/full/300,/0/default.jpg",https://wellcomecollection.org/works/tpqwe883
gzez8fb8,677866i,"['Closed stores', 'Online']",Borneo: a woman seated next to a half-opened canopied area. Coloured lithograph by C.F. Kell after Carl Bock.,,Pictures,"1 print : lithograph, with watercolour ; image 16.3 x 22 cm",['Lithographs'],"['Borneo', 'Indonesia']","['Bock, Carl, 1849-1932.', 'Kell, C.F.']","['s Gravenhage [The Hague]?] : [publisher not identified], [1881?] (London (Castle St., Holborn, London E.C.) : C.F. Kell Lith.)","['[publisher not identified]', 'C.F. Kell Lith.)']","[""['s Gravenhage [The Hague]?]"", '(London (Castle St., Holborn, London E.C.)']",,,"Carl Bock del. C.F. Kell lith.

Bears number: ""30""",,['abrzpuxe'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0047522/full/300,/0/default.jpg",https://wellcomecollection.org/works/gzez8fb8
hja7az3q,677864i,"['Closed stores', 'Online']","Borneo: a Dayak (?) woman, seated. Coloured lithograph by C.F. Kell after Carl Bock.",,Pictures,"1 print : lithograph, with watercolour ; image 15.6 x 21.7 cm",['Lithographs'],"['Borneo', 'Indonesia']","['Bock, Carl, 1849-1932.', 'Kell, C.F.']","['s Gravenhage [The Hague]?] : [publisher not identified], [1881?] (London (Castle St., Holborn) : C.F. Kell Lith.)","['[publisher not identified]', 'C.F. Kell Lith.)']","[""['s Gravenhage [The Hague]?]"", '(London (Castle St., Holborn)']",,,"Carl Bock del. C.F. Kell lith.

Bears number: ""6"" and three scales A-C",,['mqwpsn42'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0047520/full/300,/0/default.jpg",https://wellcomecollection.org/works/hja7az3q
