ACNO,Countries,Title,Description,label
P82163,['Singapore'],Channel #26,"These photographs show evidence of sea pollution in a small mangrove forest in Port Dickson, Malaysia, Gill’s hometown. Colourful plastic bags and other rubbish have washed up with the tides, getting stuck in branches and roots. In the black and white photographs, it can be hard to distinguish the waste among the plants. The first photo shows large cargo ships in the distance. This suggests the activities of Port Dickson’s commercial harbour are the source of the detritus. More widely, the series raises questions about the consequences of globalisation on the environment.",0
P82164,['Singapore'],Channel #27,"Channel 2014 is a series of twenty-nine near-square format photographs taken in a small mangrove forest on the coast of Port Dickson, Simryn Gill’s hometown in Malaysia. Nine of the photographs are black and white gelatin silver prints and twenty are colour Ilfochrome prints. They can be shown as a full set, in smaller groups or as individual works; there is no specified order in which the pictures are to be hung. The series exists in an edition of two, of which this is the second, plus one artist’s proof. The photographs show the coastal environment of Port Dickson, framed and criss-crossed by mangrove trees. Entangled in the branches and projecting roots are colourful plastic bags and other items of domestic detritus that have been washed up by the rise and fall of the daily tides. Hanging almost like clothes on a washing line, these plastic and fabric remnants have been integrated into Gill’s compositions like an integral part of the landscape. One photograph in the series does not show any litter on the shore, but rather an expanse of sea with a large ship approaching the port. Channel is one of a number of series in which Gill has been concerned with Port Dickson. She has been recording the industrial port town since 1993, using a range of different media from installations of cubes made from termite soil from the area, to photographic series such as Channel. An earlier series of forty photographs, A Small Town at the Turn of the Century 1999–2000 (Tate P13507), includes images shot at the same beach where Channel was made (prints #1, #4 and #16 of A Small Town at the Turn of the Century). Channel is representative of Gill’s practice, in which the use of natural materials and ideas of modification are important concepts. Curator Jessica Morgan has written: ‘Not only do people become fruit, but also books become vegetation, discarded or crushed objects develop mobility, photographs become sculpture, people become books, and books become beads.’ (Jessica Morgan, ‘No Place like Home’, in Storer, Morgan and Taussig 2008, p.60.) Transformation is thus an element of the work on a number of levels, including artistic genres and media as well as the objects photographed. Gill routinely collects shells, driftwood, plastic bottles and shards on the beach, classifying these found objects according to form, colour and material. By choosing to photograph items entangled in the trees, she has added another layer to this practice. The fact that Channel comprises both black and white and colour photographs suggests that the artist was looking at each individual object and scene in detail, for its compositional effect, and exploiting the qualities of the different photographic prints and processes. The gelatin silver prints focus on the dynamic forms of the trees, tangled pieces of litter and the water; the ilfochrome prints accentuate the colours of the found objects and the surrounding environment. Focusing on normally overlooked litter, shaped and expelled by the sea, Channel draws attention to the shipping of products to and from Port Dickson and, more widely, raises questions about migration and globalisation. The contamination of the mangrove forest by plastic waste invokes the complex and difficult relationship between humankind and the environment. In using her last remaining stocks of Ilfochrome paper – which is no longer manufactured – to print the twenty colour photographs of the Channel series, Gill highlights the transient nature of everyday life and our impact on an ever-changing environment, as well as the fugitive nature of the photographic medium itself. Further reading Simryn Gill: Selected Work, exhibition catalogue, Art Gallery of New South Wales, Sydney, July–September 2002.Russell Storer, Jessica Morgan and Michael Taussig, Simryn Gill, Cologne 2008. Lena FritschJune 2016",1
P82164,['Singapore'],Channel #27,"These photographs show evidence of sea pollution in a small mangrove forest in Port Dickson, Malaysia, Gill’s hometown. Colourful plastic bags and other rubbish have washed up with the tides, getting stuck in branches and roots. In the black and white photographs, it can be hard to distinguish the waste among the plants. The first photo shows large cargo ships in the distance. This suggests the activities of Port Dickson’s commercial harbour are the source of the detritus. More widely, the series raises questions about the consequences of globalisation on the environment.",0
P82165,['Singapore'],Channel #28,"Channel 2014 is a series of twenty-nine near-square format photographs taken in a small mangrove forest on the coast of Port Dickson, Simryn Gill’s hometown in Malaysia. Nine of the photographs are black and white gelatin silver prints and twenty are colour Ilfochrome prints. They can be shown as a full set, in smaller groups or as individual works; there is no specified order in which the pictures are to be hung. The series exists in an edition of two, of which this is the second, plus one artist’s proof. The photographs show the coastal environment of Port Dickson, framed and criss-crossed by mangrove trees. Entangled in the branches and projecting roots are colourful plastic bags and other items of domestic detritus that have been washed up by the rise and fall of the daily tides. Hanging almost like clothes on a washing line, these plastic and fabric remnants have been integrated into Gill’s compositions like an integral part of the landscape. One photograph in the series does not show any litter on the shore, but rather an expanse of sea with a large ship approaching the port. Channel is one of a number of series in which Gill has been concerned with Port Dickson. She has been recording the industrial port town since 1993, using a range of different media from installations of cubes made from termite soil from the area, to photographic series such as Channel. An earlier series of forty photographs, A Small Town at the Turn of the Century 1999–2000 (Tate P13507), includes images shot at the same beach where Channel was made (prints #1, #4 and #16 of A Small Town at the Turn of the Century). Channel is representative of Gill’s practice, in which the use of natural materials and ideas of modification are important concepts. Curator Jessica Morgan has written: ‘Not only do people become fruit, but also books become vegetation, discarded or crushed objects develop mobility, photographs become sculpture, people become books, and books become beads.’ (Jessica Morgan, ‘No Place like Home’, in Storer, Morgan and Taussig 2008, p.60.) Transformation is thus an element of the work on a number of levels, including artistic genres and media as well as the objects photographed. Gill routinely collects shells, driftwood, plastic bottles and shards on the beach, classifying these found objects according to form, colour and material. By choosing to photograph items entangled in the trees, she has added another layer to this practice. The fact that Channel comprises both black and white and colour photographs suggests that the artist was looking at each individual object and scene in detail, for its compositional effect, and exploiting the qualities of the different photographic prints and processes. The gelatin silver prints focus on the dynamic forms of the trees, tangled pieces of litter and the water; the ilfochrome prints accentuate the colours of the found objects and the surrounding environment. Focusing on normally overlooked litter, shaped and expelled by the sea, Channel draws attention to the shipping of products to and from Port Dickson and, more widely, raises questions about migration and globalisation. The contamination of the mangrove forest by plastic waste invokes the complex and difficult relationship between humankind and the environment. In using her last remaining stocks of Ilfochrome paper – which is no longer manufactured – to print the twenty colour photographs of the Channel series, Gill highlights the transient nature of everyday life and our impact on an ever-changing environment, as well as the fugitive nature of the photographic medium itself. Further reading Simryn Gill: Selected Work, exhibition catalogue, Art Gallery of New South Wales, Sydney, July–September 2002.Russell Storer, Jessica Morgan and Michael Taussig, Simryn Gill, Cologne 2008. Lena FritschJune 2016",1
P82165,['Singapore'],Channel #28,"These photographs show evidence of sea pollution in a small mangrove forest in Port Dickson, Malaysia, Gill’s hometown. Colourful plastic bags and other rubbish have washed up with the tides, getting stuck in branches and roots. In the black and white photographs, it can be hard to distinguish the waste among the plants. The first photo shows large cargo ships in the distance. This suggests the activities of Port Dickson’s commercial harbour are the source of the detritus. More widely, the series raises questions about the consequences of globalisation on the environment.",0
P82166,['Singapore'],Channel #29,"Channel 2014 is a series of twenty-nine near-square format photographs taken in a small mangrove forest on the coast of Port Dickson, Simryn Gill’s hometown in Malaysia. Nine of the photographs are black and white gelatin silver prints and twenty are colour Ilfochrome prints. They can be shown as a full set, in smaller groups or as individual works; there is no specified order in which the pictures are to be hung. The series exists in an edition of two, of which this is the second, plus one artist’s proof. The photographs show the coastal environment of Port Dickson, framed and criss-crossed by mangrove trees. Entangled in the branches and projecting roots are colourful plastic bags and other items of domestic detritus that have been washed up by the rise and fall of the daily tides. Hanging almost like clothes on a washing line, these plastic and fabric remnants have been integrated into Gill’s compositions like an integral part of the landscape. One photograph in the series does not show any litter on the shore, but rather an expanse of sea with a large ship approaching the port. Channel is one of a number of series in which Gill has been concerned with Port Dickson. She has been recording the industrial port town since 1993, using a range of different media from installations of cubes made from termite soil from the area, to photographic series such as Channel. An earlier series of forty photographs, A Small Town at the Turn of the Century 1999–2000 (Tate P13507), includes images shot at the same beach where Channel was made (prints #1, #4 and #16 of A Small Town at the Turn of the Century). Channel is representative of Gill’s practice, in which the use of natural materials and ideas of modification are important concepts. Curator Jessica Morgan has written: ‘Not only do people become fruit, but also books become vegetation, discarded or crushed objects develop mobility, photographs become sculpture, people become books, and books become beads.’ (Jessica Morgan, ‘No Place like Home’, in Storer, Morgan and Taussig 2008, p.60.) Transformation is thus an element of the work on a number of levels, including artistic genres and media as well as the objects photographed. Gill routinely collects shells, driftwood, plastic bottles and shards on the beach, classifying these found objects according to form, colour and material. By choosing to photograph items entangled in the trees, she has added another layer to this practice. The fact that Channel comprises both black and white and colour photographs suggests that the artist was looking at each individual object and scene in detail, for its compositional effect, and exploiting the qualities of the different photographic prints and processes. The gelatin silver prints focus on the dynamic forms of the trees, tangled pieces of litter and the water; the ilfochrome prints accentuate the colours of the found objects and the surrounding environment. Focusing on normally overlooked litter, shaped and expelled by the sea, Channel draws attention to the shipping of products to and from Port Dickson and, more widely, raises questions about migration and globalisation. The contamination of the mangrove forest by plastic waste invokes the complex and difficult relationship between humankind and the environment. In using her last remaining stocks of Ilfochrome paper – which is no longer manufactured – to print the twenty colour photographs of the Channel series, Gill highlights the transient nature of everyday life and our impact on an ever-changing environment, as well as the fugitive nature of the photographic medium itself. Further reading Simryn Gill: Selected Work, exhibition catalogue, Art Gallery of New South Wales, Sydney, July–September 2002.Russell Storer, Jessica Morgan and Michael Taussig, Simryn Gill, Cologne 2008. Lena FritschJune 2016",1
P82166,['Singapore'],Channel #29,"A coal power station looms over suburban-looking houses and gardens. A leafless tree at the centre of the image might suggest the residents are victims of its pollution. But Epstein includes plastic garden furniture and a car in the composition. These remind us that the house-owners are themselves consumers of its fuel and energy. This photograph is part of a series on US power stations. Epstein, known for his colour photographic work since the 1970s, commented: ‘I wanted to photograph the relationship between American society and the American landscape, and energy was the lynchpin’.",0
P80676,['Myanmar'],"Camden Town, Albert Street Festival",,0
P80675,['Myanmar'],"Drum Majorettes, Brockwell Park, Brixton",,0
P80674,['Myanmar'],"Inflatable Sumos, Community festival, Whitechapel, London",,0
P80673,['Myanmar'],Camden Street Festival,,0
P80679,['Myanmar'],"Racist March, Whitechapel from the series The Pleasure Principle",,0
P80678,['Myanmar'],Father Christmas on a Hospital Visit from the series The Pleasure Principle,,0
P80677,['Myanmar'],"Night Club Encounter, London from the series The Pleasure Principle",,0
P80680,['Myanmar'],The Teds,,0
P13873,['Myanmar'],"Thalidomide Victim Gets Married, London, from the series The Pleasure Principle",,0
P81970,['Myanmar'],from The Pleasure Principle,,0
P81971,['Myanmar'],from The Pleasure Principle,,0
P81972,['Myanmar'],from The Pleasure Principle,,0
P81973,['Myanmar'],from The Pleasure Principle,,0
P81974,['Myanmar'],from The Pleasure Principle,,0
P81975,['Myanmar'],from The Pleasure Principle,,0
P82050,['Myanmar'],from The Pleasure Principle,,0
P81976,['Myanmar'],from The Pleasure Principle,,0
P81977,['Myanmar'],from The Pleasure Principle,,0
P81978,['Myanmar'],from The Pleasure Principle,,0
P81979,['Myanmar'],from The Pleasure Principle,,0
P81980,['Myanmar'],from The Pleasure Principle,,0
P82051,['Myanmar'],from The Pleasure Principle,,0
P81981,['Myanmar'],from The Pleasure Principle,,0
P81982,['Myanmar'],from The Pleasure Principle,,0
P81983,['Myanmar'],from The Pleasure Principle,,0
P81984,['Myanmar'],from The Pleasure Principle,,0
P82052,['Myanmar'],from The Pleasure Principle,,0
P81985,['Myanmar'],from The Pleasure Principle,,0
P81986,['Myanmar'],from The Pleasure Principle,,0
P81987,['Myanmar'],from The Pleasure Principle,,0
P81988,['Myanmar'],from The Pleasure Principle,,0
P81989,['Myanmar'],from The Pleasure Principle,,0
P81990,['Myanmar'],from The Pleasure Principle,,0
P81991,['Myanmar'],from The Pleasure Principle,,0
P81992,['Myanmar'],from The Pleasure Principle,,0
P81993,['Myanmar'],from The Pleasure Principle,,0
P81994,['Myanmar'],from The Pleasure Principle,,0
P81995,['Myanmar'],from The Pleasure Principle,,0
P81996,['Myanmar'],from The Pleasure Principle,,0
P81997,['Myanmar'],from The Pleasure Principle,,0
P81998,['Myanmar'],from The Pleasure Principle,,0
P81999,['Myanmar'],from The Pleasure Principle,,0
P82000,['Myanmar'],from The Pleasure Principle,,0
P82001,['Myanmar'],from The Pleasure Principle,,0
P82002,['Myanmar'],from The Pleasure Principle,,0
P82003,['Myanmar'],from The Pleasure Principle,,0
P82004,['Myanmar'],from The Pleasure Principle,,0
P82005,['Myanmar'],from The Pleasure Principle,,0
P82006,['Myanmar'],from The Pleasure Principle,,0
P82007,['Myanmar'],from The Pleasure Principle,,0
P82008,['Myanmar'],from The Pleasure Principle,,0
P82009,['Myanmar'],from The Pleasure Principle,,0
P82010,['Myanmar'],from The Pleasure Principle,,0
P20630,['Myanmar'],from The Pleasure Principle,,0
P20631,['Myanmar'],from The Pleasure Principle,,0
P20632,['Myanmar'],The Pleasure Principle,,0
T12860,['Laos'],What Falls to the Ground but Can't Be Eaten,,0
T12815,['Laos'],'All that's solid melts into air (Karl Marx)',,0
T14130,['Laos'],Neon Rice Field,"Neon Rice Field 1993 is a large floor-based installation consisting of seven tons of dry, white long-grain rice underlaid at intervals with six parallel tubes of red neon light. The overall effect is of an undulating translucent field where the light glows amidst the rice. As with many of Phaophanit’s works, light plays an important role in this installation, binding together the different materials to achieve a particular visual effect. In addition to the work’s visual impact, the rice also generates its own particular smell, which pervades the space beyond the physical limits of the piece. For the artist, Neon Rice Field relies on the ‘interactions of the materials’ (quoted in Tate Gallery 1993, [p.6]) and brings together two utterly disparate things, one natural and organic and the other manufactured and industrial. These materials carry cultural associations that have often been inscribed within the dichotomy between the Western and the Eastern worlds (in this instance, of industry versus agriculture). However, the cultural allegiances that might be attached to them are more complex, more problematic and more fluid than any dualistic reading allows for. Phaophanit often infuses into his work a discreet subversion of the narratives attached to the materials and, while rice is unequivocally a symbol for the East, he has in the past used American sponsorship to supply the rice to stage his work. Likewise, the presence of neon which could sometimes be assumed to represent the western city is also a feature of many Asian cities. Unwilling to attach any predetermined meanings to the work, Phaophanit is concerned with the potential for ‘possibilities of meanings’, and he considers that the materials and their juxtapositions carry their own significance while, at the same time, they open the way to new associations. ‘Once you name all the meanings,’ he has said, ‘something still remains, something left over. That’s how I work. For instance, I use rice not only as a material, a substance, a smell or a symbol of food in the East, but I want to shake things – see what falls down.’ (Quoted in Irish Museum of Modern Art 1997, p. 96.) Born in Laos and educated in France, Phaophanit settled in England in 1985. In 1990 he began to incorporate in his work materials such as rice, rubber and bamboo, which are largely produced in South East Asia and have economic, cultural and historical significance. However, Phaophanit has always opposed any readings of his work that reduce it to a reflection on his cultural identity: Such biographical discourse is very limiting when it comes to talking about the work itself. I don’t only make my work as I do simply because I’m a refugee. It’s also concerned with the way I’m living at the moment. I don’t want to be categorised. I don’t want to be ‘French’ or ‘English’. And I don’t want to be ‘Laotian’.(Vong Phaophanit interviewed by Jonathan Watkins, in Vong Phaophanit: What Falls to the Ground but Can’t be Eaten, exhibition catalogue, Chisenhale Gallery, London 1991, unpaginated.) Neon Rice Field was first exhibited at the Serpentine Gallery, London in 1993 and later the same year at the Aperto section of the 45th Venice Biennale. It was subsequently shown as Phaophanit’s contribution to the Turner Prize at the Tate Gallery, London in 1993. Over the years, it has been shown in different configurations but always incorporating seven tons of white rice spread over six lines of neon lights. Further reading Simon Wilson, ‘Vong Phaophanit’, The Turner Prize 1993, exhibition catalogue, Tate Gallery, London 1993, unpaginated. Breaking the Mould, British Art of the 1980s and 1990s. The Weltkunst Collection, exhibition catalogue, Irish Museum of Modern Art, Dublin 1997, p.96, illustrated p.37. Carmen JuliáAugust 2013",0
T13564,['Thailand'],Primitive,"Primitive is a multiple screen video installation, created specifically for display within a gallery, by Thai filmmaker Apichatpong Weerasethakul. It consists of seven videos of differing durations in which the history of the border town of Nabua, in northeast Thailand, is re-imagined as an elusive science fiction ghost story rooted in Thai folklore. The work comprises eight projections, since one of the videos, Primitive which gives the work its name, is shown on two synchronised screens. The seven videos are: Primitive (duration 29 minutes 34 seconds), Nabua (duration 9 minutes 11 seconds), Making of the Spaceship (duration 28 minutes 13 seconds), A Dedicated Machine (duration 1 minute), An Evening Shoot (duration 4 minutes 10 seconds), I'm Still Breathing (music video, duration 11 minutes) and Nabua Song (music video, duration 4 minutes 12 seconds). Nabua, situated where the Mekong River divides Thailand from Laos, was historically the scene of considerable racial strife and violence. From the 1960s until the early 1980s it was a ‘red zone’ where the Mao-influenced Communists hid in the jungle. The Thai army curbed the communist insurgent farmers through physical and psychological abuse and murder. The town also harbours an ancient legend about a widow ghost who would abduct any man who entered her empire, earning it the nickname ‘widow town’. Weerasethakul transforms the town into one of men, the teenage male descendants of the farmer communists, freed from the widow ghost’s empire. These teenagers fabricate their own memories and build a new world, manufacturing a spaceship in the ricefields. For Weerasethakul the jungle is a place of darkness and mystery, in which distinctions between the fictional and the real dissolve. It is a parallel world, populated by enchanted spectres, where mystery and emotion mingle in shadow. The jungle forms a perfect stage for the artist’s fascination with reincarnation, transformation and light. Curator James Quandt has commented that Weerasethakul’s work turns ‘everyday objects and images into the ineffable and enigmatic, inhabitants of a phantom zone where the hard, “real” world of cars and bodies and buildings cedes dominion to a magical realm of reverie and desire’ (Österreichisches Filmmuseum and SYNEMA – Gesellschaft für Film und Medien 2009). The artist has stated that Primitive is ‘a reincarnation of presence (and absence). It’s also a reincarnation of cinema as a means of transportation as it was in the time of the early cinema innovator Georges Méliès: the ‘motion picture’ carries us from our own world. Primitive is a meditation on those voyages in fabulous vehicles that bring about the transformation of people and of light’ (unpublished artist’s statement, September 2008). Inspired in part by surrealism, Weerasethakul’s films present a world that is distinctly mutable and elusive, evoking the artist’s interest in the surrealist game Exquisite Corpse, whereby players add words or images sequentially to a sentence or diagram without knowing what came before, so as to construct a fanciful, multi-layered scenario. Conventional narrative unravels as storylines change course and genre morphs from fiction to fantasy to documentary. Drawing heavily on anecdotal traditions from rural Thai villagers, as well as personal politics, social issues and his own early fascination with science fiction, Weerasethakul crafts a unique approach to history which is seemingly caught in an endless cycle of dreams. Further reading James Quandt, ‘Exquisite Corpus: The Films of Apichatpong Weerasethakul’, Artforum, vol.43, no.9, May 2005.James Quandt, Apichatpong Weerasethakul, Österreichisches Filmmuseum and SYNEMA – Gesellschaft für Film und Medien, Vienna 2009.Jessica Lack, ‘Ghostly Video Art’, Guardian, 8 October 2009, http://www.guardian.co.uk/artanddesign/2009/oct/08/thai-film-liverpool-primitive, accessed March 2010. Stuart ComerMarch 2010",0
T13564,['Thailand'],Primitive,"Primitive is a multiple screen video installation, created specifically for display within a gallery, by Thai filmmaker Apichatpong Weerasethakul. It consists of seven videos of differing durations in which the history of the border town of Nabua, in northeast Thailand, is re-imagined as an elusive science fiction ghost story rooted in Thai folklore. The work comprises eight projections, since one of the videos, Primitive which gives the work its name, is shown on two synchronised screens. The seven videos are: Primitive (duration 29 minutes 34 seconds), Nabua (duration 9 minutes 11 seconds), Making of the Spaceship (duration 28 minutes 13 seconds), A Dedicated Machine (duration 1 minute), An Evening Shoot (duration 4 minutes 10 seconds), I'm Still Breathing (music video, duration 11 minutes) and Nabua Song (music video, duration 4 minutes 12 seconds). Nabua, situated where the Mekong River divides Thailand from Laos, was historically the scene of considerable racial strife and violence. From the 1960s until the early 1980s it was a ‘red zone’ where the Mao-influenced Communists hid in the jungle. The Thai army curbed the communist insurgent farmers through physical and psychological abuse and murder. The town also harbours an ancient legend about a widow ghost who would abduct any man who entered her empire, earning it the nickname ‘widow town’. Weerasethakul transforms the town into one of men, the teenage male descendants of the farmer communists, freed from the widow ghost’s empire. These teenagers fabricate their own memories and build a new world, manufacturing a spaceship in the ricefields. For Weerasethakul the jungle is a place of darkness and mystery, in which distinctions between the fictional and the real dissolve. It is a parallel world, populated by enchanted spectres, where mystery and emotion mingle in shadow. The jungle forms a perfect stage for the artist’s fascination with reincarnation, transformation and light. Curator James Quandt has commented that Weerasethakul’s work turns ‘everyday objects and images into the ineffable and enigmatic, inhabitants of a phantom zone where the hard, “real” world of cars and bodies and buildings cedes dominion to a magical realm of reverie and desire’ (Österreichisches Filmmuseum and SYNEMA – Gesellschaft für Film und Medien 2009). The artist has stated that Primitive is ‘a reincarnation of presence (and absence). It’s also a reincarnation of cinema as a means of transportation as it was in the time of the early cinema innovator Georges Méliès: the “motion picture” carries us from our own world. Primitive is a meditation on those voyages in fabulous vehicles that bring about the transformation of people and of light’ (unpublished artist’s statement, September 2008). Inspired in part by surrealism, Weerasethakul’s films present a world that is distinctly mutable and elusive, evoking the artist’s interest in the surrealist game Exquisite Corpse, whereby players add words or images sequentially to a sentence or diagram without knowing what came before, so as to construct a fanciful, multi-layered scenario. Conventional narrative unravels as storylines change course and genre morphs from fiction to fantasy to documentary. Drawing heavily on anecdotal traditions from rural Thai villagers, as well as personal politics, social issues and his own early fascination with science fiction, Weerasethakul crafts a unique approach to history which is seemingly caught in an endless cycle of dreams. Further reading James Quandt, ‘Exquisite Corpus: The Films of Apichatpong Weerasethakul’, Artforum, vol.43, no.9, May 2005.James Quandt, Apichatpong Weerasethakul, Österreichisches Filmmuseum and SYNEMA – Gesellschaft für Film und Medien, Vienna 2009.Jessica Lack, ‘Ghostly Video Art’, Guardian, 8 October 2009, http://www.guardian.co.uk/artanddesign/2009/oct/08/thai-film-liverpool-primitive, accessed March 2010. Stuart ComerMarch 2010",0
P82574,['Vietnam'],"Aconitum souliei, Inflorescence portion / Lilium souliei [...]",,1
T15621,['Vietnam'],2.2.1861,,0
P82575,['Vietnam'],Bye Bye,,0
P82576,['Vietnam'],17.01.1980,,0
T15622,['Vietnam'],Chair 1,,0
T15623,['Vietnam'],Rootball E,,1
T14767,['Malaysia'],Untitled,,0
T15297,['Philippines'],European Mask,"This is one of a group of three quilted canvas works in Tate’s collection by the Filipino artist Pacita Abad (see also Bacongo III 1986, Tate T15298, and Bacongo IV 1986, Tate T15299). They are part of a series that Abad developed from the late 1970s until the early 1980s. Referring to them as trapuntos, from the Italian word for embroidery or quilt, these works are the artist’s responses to the cultural traditions that she encountered during her travels in Asia, Africa and Latin America, although they also refer to vernacular traditions of sewing – a traditional part of family education in the Philippines. They were made using large pieces of canvas onto which the artist stitched forms, creating a three-dimensional effect by stuffing the canvases and transforming their surface with paint, shells, buttons, beads, mirrors and other objects collected on her travels. Their decorated surfaces integrate a range of patterning techniques to create semi-figurative forms with what look like large eyes set in stylised, mask-like faces. Abad dispensed with stretcher bars and hung these works directly on the wall or from the ceiling and this, combined with the distinctive technique, transformed the relatively flat surface of a picture into something more multi-dimensional. The portability of the trapunto form can be said to resonate with the peripatetic aspect of a migrant existence as experienced by the artist, being an object that can theoretically be rolled up and more easily transported than a stretched painting. Inspired by her travels and interest in responding to cultural traditions in Indonesia, Bangladesh, Sudan, Philippines and elsewhere, Abad’s aim in her work was to connect with the world through a vibrant formal language that integrated her interest in traditional art forms such as batik painting in Indonesia, ink-brush painting in Korea, tie-dye in Africa and macramé in Papua New Guinea, all within a language of abstraction and figuration. Dismayed by Western-centric artistic styles while studying at the Corcoran School of Art in Washington D.C. in the mid-1970s, Abad became interested in social realism and also encountered works by the Mexican muralists Diego Rivera (1886–1957), David Siqueiros (1896–1974) and José Clemente Orozco (1883–1949) during a trip to Mexico in 1986. She sought to rejuvenate different artistic traditions and indigenous forms in order to respond to the social and political realities of communities she encountered, in particular refugees, immigrants and others at the margins of society. Of the artist’s motivations, the curators Joselina Cruz and Pio Abad have written: The narratives which Abad painted to speak about contemporary art and culture in the Philippines were often located elsewhere. Immigration for her was an important issue but more so when she observed the US becoming more disturbed with a changing ‘multiethnic society of legal and illegal immigrants’. Her work was ‘multi-ethnic’ as it brought together experiences across cultures – Bangladesh to Sudan, Sudan to Jakarta, Jakarta to Boston, Washington DC to Manila, Yemen to Singapore – her creative trajectory dictated by her constantly shifting location … Importantly, she also referenced and painted a multiplicity of conditions which were not of her lived experience, but which, at the same time was the story of her life.(Joselina Cruz and Pio Abad, in Museum of Contemporary Art and Design 2018; unpaginated.) Two of the embroidered tapestries in Tate’s collection are from a series entitled Bacongo, referring to the Bantu ethnic group in Central Africa. The third, European Mask, speaks to Abad’s reversal of the co-opting of so-called primitive art by Western artists within the history of modern art. European Mask was installed as part of the work Metro Center Mural: Six Masks from Six Continents at a metro station in Washington D.C. from 1990–3. It was also included in the solo exhibition of the artist’s work at the Museum of Contemporary Art and Design in Manila in 2018, which focused on her trapunto works. The American artist Faith Ringgold (born 1930), who has also worked with quilted canvases, was taken by Abad’s trapunto works and authored a text on her work in the volume Fresh Talk/Daring Gazes: Conversations on Asian American Art edited by Elaine H. Kim, Margo Machida and Sharon Mizota (2003). Further reading Margo Machida (ed.), Asia/America: Identities in Contemporary Asian American Art, exhibition catalogue, The Asia Society Galleries, New York 1994.Ian Findlay-Brown, Pacita Abad: Exploring the Spirit, exhibition catalogue, National Gallery of Indonesia, Jakarta 1996.Joselina Cruz and Pio Abad, Pacita Abad: A Million Things to Say, exhibition brochure, Museum of Contemporary Art and Design, Manila, 12 April–1 July 2018. Clara KimJune 2018",1
T15297,['Philippines'],European Mask,"This is one of a group of three quilted canvas works in Tate’s collection by the Filipino artist Pacita Abad (see also Bacongo III 1986, Tate T15298, and Bacongo IV 1986, Tate T15299). They are part of a series that Abad began in the late 1970s. Referring to them as trapuntos, from the Italian word for embroidery or quilt, these works are the artist’s responses to the cultural traditions that she encountered during her travels in Asia, Africa and Latin America, although they also refer to vernacular traditions of sewing – a traditional part of family education in the Philippines. They were made using large pieces of canvas onto which the artist stitched forms, creating a three-dimensional effect by stuffing the canvases and transforming their surface with paint, shells, buttons, beads, mirrors and other objects collected on her travels. Their decorated surfaces integrate a range of patterning techniques to create semi-figurative forms with what look like large eyes set in stylised, mask-like faces. Abad dispensed with stretcher bars and hung these works directly on the wall or from the ceiling and this, combined with the distinctive technique, transformed the relatively flat surface of a picture into something more multi-dimensional. The portability of the trapunto form can be said to resonate with the peripatetic aspect of a migrant existence as experienced by the artist, being an object that can theoretically be rolled up and more easily transported than a stretched painting. Inspired by her travels and interest in responding to cultural traditions in Indonesia, Bangladesh, Sudan, Philippines and elsewhere, Abad’s aim in her work was to connect with the world through a vibrant formal language that integrated her interest in traditional art forms such as batik painting in Indonesia, ink-brush painting in Korea, tie-dye in Africa and macramé in Papua New Guinea, all within a language of abstraction and figuration. Dismayed by Western-centric artistic styles while studying at the Corcoran School of Art in Washington D.C. in the mid-1970s, Abad became interested in social realism and also encountered works by the Mexican muralists Diego Rivera (1886–1957), David Siqueiros (1896–1974) and José Clemente Orozco (1883–1949) during a trip to Mexico in 1986. She sought to rejuvenate different artistic traditions and indigenous forms in order to respond to the social and political realities of communities she encountered, in particular refugees, immigrants and others at the margins of society. Of the artist’s motivations, the curators Joselina Cruz and Pio Abad have written: The narratives which Abad painted to speak about contemporary art and culture in the Philippines were often located elsewhere. Immigration for her was an important issue but more so when she observed the US becoming more disturbed with a changing ‘multiethnic society of legal and illegal immigrants’. Her work was ‘multi-ethnic’ as it brought together experiences across cultures – Bangladesh to Sudan, Sudan to Jakarta, Jakarta to Boston, Washington DC to Manila, Yemen to Singapore – her creative trajectory dictated by her constantly shifting location … Importantly, she also referenced and painted a multiplicity of conditions which were not of her lived experience, but which, at the same time was the story of her life.(Joselina Cruz and Pio Abad, in Museum of Contemporary Art and Design 2018, unpaginated.) Two of the embroidered tapestries in Tate’s collection are from a series entitled Bacongo, referring to the Bantu ethnic group in Central Africa. The third, European Mask, speaks to Abad’s reversal of the co-opting of so-called primitive art by Western artists within the history of modern art. European Mask was installed as part of the work Metro Center Mural: Six Masks from Six Continents at a metro station in Washington D.C. from 1990–3. It was also included in the solo exhibition of the artist’s work at the Museum of Contemporary Art and Design in Manila in 2018, which focused on her trapunto works. The American artist Faith Ringgold (born 1930), who has also worked with quilted canvases, was taken by Abad’s trapunto works and authored a text on her work in the volume Fresh Talk/Daring Gazes: Conversations on Asian American Art edited by Elaine H. Kim, Margo Machida and Sharon Mizota (2003). Further reading Margo Machida (ed.), Asia/America: Identities in Contemporary Asian American Art, exhibition catalogue, The Asia Society Galleries, New York 1994.Ian Findlay-Brown, Pacita Abad: Exploring the Spirit, exhibition catalogue, National Gallery of Indonesia, Jakarta 1996.Joselina Cruz and Pio Abad, Pacita Abad: A Million Things to Say, exhibition brochure, Museum of Contemporary Art and Design, Manila 2018. Clara KimJune 2018",0
